element_name,value_string,ts
lumiBlock,659,2023-07-02 15:30:02.213761
BMF3C12 HV ML1 fsm,ON,2023-07-02 16:21:06.943000
BMF3C12 HV ML2 fsm,ON,2023-07-02 16:21:06.943000
BMF3C12 HV ML2 fsm,STANDBY,2023-07-02 21:28:58.611000
BMF3C12 HV ML1 fsm,STANDBY,2023-07-02 21:28:58.611000
