element_name,value_string,ts
lumiBlock,659,2023-07-02 15:30:02.213761
BML2C07 HV ML2 fsm,ON,2023-07-02 16:21:06.944000
BML2C07 HV ML2 fsm,ON,2023-07-02 16:21:06.944000
BML2C07 HV ML2 fsm,STANDBY,2023-07-02 21:28:58.612000
BML2C07 HV ML2 fsm,STANDBY,2023-07-02 21:28:58.612000
