element_name,value_string,ts
lumiBlock,1,2023-04-30 07:15:08.027375
lumiBlock,2,2023-04-30 07:15:43.653908
lumiBlock,3,2023-04-30 07:15:53.756656
lumiBlock,4,2023-04-30 07:16:03.965364
lumiBlock,5,2023-04-30 07:16:16.837263
lumiBlock,6,2023-04-30 07:16:26.926723
lumiBlock,7,2023-04-30 07:16:37.142266
lumiBlock,8,2023-04-30 07:17:25.675906
lumiBlock,9,2023-04-30 07:17:41.443022
lumiBlock,10,2023-04-30 07:17:51.646500
lumiBlock,11,2023-04-30 07:18:01.861382
lumiBlock,12,2023-04-30 07:18:12.077937
lumiBlock,13,2023-04-30 07:18:22.294344
lumiBlock,14,2023-04-30 07:18:48.577740
lumiBlock,15,2023-04-30 07:18:58.783397
lumiBlock,16,2023-04-30 07:19:23.415190
lumiBlock,17,2023-04-30 07:19:33.511790
lumiBlock,18,2023-04-30 07:20:04.463922
lumiBlock,19,2023-04-30 07:20:21.394459
lumiBlock,20,2023-04-30 07:20:31.490677
lumiBlock,21,2023-04-30 07:21:31.740884
lumiBlock,22,2023-04-30 07:21:44.284678
lumiBlock,23,2023-04-30 07:21:54.444483
lumiBlock,24,2023-04-30 07:22:54.703392
lumiBlock,25,2023-04-30 07:23:04.898913
lumiBlock,26,2023-04-30 07:23:15.106695
lumiBlock,27,2023-04-30 07:24:06.950643
lumiBlock,28,2023-04-30 07:25:07.146171
lumiBlock,29,2023-04-30 07:25:31.830357
lumiBlock,30,2023-04-30 07:25:53.879199
lumiBlock,31,2023-04-30 07:26:04.108585
lumiBlock,32,2023-04-30 07:27:04.368470
lumiBlock,33,2023-04-30 07:27:48.862494
lumiBlock,34,2023-04-30 07:27:59.087941
lumiBlock,35,2023-04-30 07:28:09.303743
lumiBlock,36,2023-04-30 07:28:19.509054
lumiBlock,37,2023-04-30 07:28:29.716135
lumiBlock,38,2023-04-30 07:29:26.892512
lumiBlock,39,2023-04-30 07:30:28.526784
lumiBlock,40,2023-04-30 07:31:28.757286
lumiBlock,41,2023-04-30 07:32:01.465474
lumiBlock,42,2023-04-30 07:32:12.487760
lumiBlock,43,2023-04-30 07:32:22.746069
lumiBlock,44,2023-04-30 07:32:32.953953
lumiBlock,45,2023-04-30 07:32:55.189050
lumiBlock,46,2023-04-30 07:33:05.436431
lumiBlock,47,2023-04-30 07:33:15.650905
lumiBlock,48,2023-04-30 07:33:36.925529
lumiBlock,49,2023-04-30 07:34:37.178767
lumiBlock,50,2023-04-30 07:34:47.381768
lumiBlock,51,2023-04-30 07:35:01.312568
lumiBlock,52,2023-04-30 07:35:50.467987
lumiBlock,53,2023-04-30 07:36:00.651202
lumiBlock,54,2023-04-30 07:36:42.727528
lumiBlock,55,2023-04-30 07:37:08.806901
lumiBlock,56,2023-04-30 07:37:18.916574
lumiBlock,57,2023-04-30 07:38:19.174165
lumiBlock,58,2023-04-30 07:38:29.390123
lumiBlock,59,2023-04-30 07:39:09.283666
lumiBlock,60,2023-04-30 07:39:31.197989
lumiBlock,61,2023-04-30 07:39:48.155065
lumiBlock,62,2023-04-30 07:39:58.381010
lumiBlock,63,2023-04-30 07:40:29.400354
lumiBlock,64,2023-04-30 07:40:42.416332
lumiBlock,65,2023-04-30 07:40:52.625576
lumiBlock,66,2023-04-30 07:41:41.648492
lumiBlock,67,2023-04-30 07:42:07.979050
lumiBlock,68,2023-04-30 07:42:31.046045
lumiBlock,69,2023-04-30 07:43:21.197789
lumiBlock,70,2023-04-30 07:43:31.462468
lumiBlock,71,2023-04-30 07:43:41.668504
lumiBlock,72,2023-04-30 07:43:53.422304
lumiBlock,73,2023-04-30 07:44:04.346446
lumiBlock,74,2023-04-30 07:44:35.421216
lumiBlock,75,2023-04-30 07:45:07.577337
lumiBlock,76,2023-04-30 07:45:26.746912
lumiBlock,77,2023-04-30 07:45:45.798015
lumiBlock,78,2023-04-30 07:45:55.938261
lumiBlock,79,2023-04-30 07:46:06.154113
lumiBlock,80,2023-04-30 07:46:16.370403
lumiBlock,81,2023-04-30 07:46:26.573046
lumiBlock,82,2023-04-30 07:46:36.787007
lumiBlock,83,2023-04-30 07:46:47.001402
lumiBlock,84,2023-04-30 07:46:57.934557
lumiBlock,85,2023-04-30 07:47:07.974569
lumiBlock,86,2023-04-30 07:47:18.187946
lumiBlock,87,2023-04-30 07:47:55.151583
lumiBlock,88,2023-04-30 07:48:55.218907
lumiBlock,89,2023-04-30 07:49:09.905295
lumiBlock,90,2023-04-30 07:49:20.179820
lumiBlock,91,2023-04-30 07:50:18.562420
lumiBlock,92,2023-04-30 07:50:40.743057
lumiBlock,93,2023-04-30 07:51:19.157514
