element_name,value_string,ts
lumiBlock,1,2023-06-20 14:07:42.977088
lumiBlock,2,2023-06-20 14:07:55.604433
lumiBlock,3,2023-06-20 14:08:55.747148
lumiBlock,4,2023-06-20 14:09:56.010433
lumiBlock,5,2023-06-20 14:10:56.273177
lumiBlock,6,2023-06-20 14:11:56.535390
lumiBlock,7,2023-06-20 14:12:56.798863
lumiBlock,8,2023-06-20 14:13:57.060443
lumiBlock,9,2023-06-20 14:14:57.325259
lumiBlock,10,2023-06-20 14:15:57.592917
lumiBlock,11,2023-06-20 14:16:57.858592
lumiBlock,12,2023-06-20 14:17:58.116258
lumiBlock,13,2023-06-20 14:18:58.382828
lumiBlock,14,2023-06-20 14:19:58.649779
lumiBlock,15,2023-06-20 14:20:58.915408
lumiBlock,16,2023-06-20 14:21:59.171424
lumiBlock,17,2023-06-20 14:22:59.415838
lumiBlock,18,2023-06-20 14:23:59.680938
lumiBlock,19,2023-06-20 14:24:59.945818
lumiBlock,20,2023-06-20 14:26:00.209683
lumiBlock,21,2023-06-20 14:27:00.466063
lumiBlock,22,2023-06-20 14:28:00.732662
lumiBlock,23,2023-06-20 14:29:00.989740
lumiBlock,24,2023-06-20 14:30:01.255341
lumiBlock,25,2023-06-20 14:31:01.520884
lumiBlock,26,2023-06-20 14:31:13.902259
lumiBlock,27,2023-06-20 14:32:15.109682
lumiBlock,28,2023-06-20 14:33:15.372834
lumiBlock,29,2023-06-20 14:34:15.636749
lumiBlock,30,2023-06-20 14:35:15.903251
lumiBlock,31,2023-06-20 14:35:59.134123
lumiBlock,32,2023-06-20 14:36:59.606215
lumiBlock,33,2023-06-20 14:37:59.879179
lumiBlock,34,2023-06-20 14:39:00.139458
lumiBlock,35,2023-06-20 14:40:00.405641
lumiBlock,36,2023-06-20 14:41:00.672787
lumiBlock,37,2023-06-20 14:42:00.940971
lumiBlock,38,2023-06-20 14:43:01.211064
lumiBlock,39,2023-06-20 14:44:01.452118
lumiBlock,40,2023-06-20 14:45:01.722425
lumiBlock,41,2023-06-20 14:46:01.984835
