element_name,value_string,ts
lumiBlock,1,2023-04-23 23:41:43.078026
lumiBlock,2,2023-04-23 23:42:03.596176
lumiBlock,3,2023-04-23 23:42:54.950778
lumiBlock,4,2023-04-23 23:43:05.115861
lumiBlock,5,2023-04-23 23:44:05.391241
lumiBlock,6,2023-04-23 23:44:17.475020
lumiBlock,7,2023-04-23 23:44:43.276302
lumiBlock,8,2023-04-23 23:44:53.402038
lumiBlock,9,2023-04-23 23:45:09.972533
lumiBlock,10,2023-04-23 23:45:20.152566
lumiBlock,11,2023-04-23 23:45:30.379097
lumiBlock,12,2023-04-23 23:45:40.606361
lumiBlock,13,2023-04-23 23:45:50.838853
lumiBlock,14,2023-04-23 23:46:01.066666
lumiBlock,15,2023-04-23 23:46:11.295885
lumiBlock,16,2023-04-23 23:46:22.828701
lumiBlock,17,2023-04-23 23:46:33.039229
lumiBlock,18,2023-04-23 23:46:43.266403
lumiBlock,19,2023-04-23 23:46:53.490949
lumiBlock,20,2023-04-23 23:47:03.710043
lumiBlock,21,2023-04-23 23:48:03.982034
lumiBlock,22,2023-04-23 23:48:16.547956
lumiBlock,23,2023-04-23 23:48:26.699601
lumiBlock,24,2023-04-23 23:48:36.926129
lumiBlock,25,2023-04-23 23:48:58.916467
lumiBlock,26,2023-04-23 23:49:30.515290
lumiBlock,27,2023-04-23 23:50:30.738641
lumiBlock,28,2023-04-23 23:50:42.910360
lumiBlock,29,2023-04-23 23:51:11.964186
lumiBlock,30,2023-04-23 23:51:30.412914
lumiBlock,31,2023-04-23 23:51:41.458068
lumiBlock,32,2023-04-23 23:51:57.516908
lumiBlock,33,2023-04-23 23:52:54.682299
lumiBlock,34,2023-04-23 23:53:54.859328
lumiBlock,35,2023-04-23 23:54:24.604662
lumiBlock,36,2023-04-23 23:54:34.831377
lumiBlock,37,2023-04-23 23:54:51.139473
lumiBlock,38,2023-04-23 23:55:24.245411
lumiBlock,39,2023-04-23 23:55:34.351155
lumiBlock,40,2023-04-23 23:55:44.586833
lumiBlock,41,2023-04-23 23:55:54.819559
lumiBlock,42,2023-04-23 23:56:05.054407
lumiBlock,43,2023-04-23 23:57:05.333117
lumiBlock,44,2023-04-23 23:57:54.795788
lumiBlock,45,2023-04-23 23:58:04.859453
lumiBlock,46,2023-04-23 23:59:05.137846
lumiBlock,47,2023-04-24 00:00:05.416696
lumiBlock,48,2023-04-24 00:00:19.194527
lumiBlock,49,2023-04-24 00:01:19.445431
lumiBlock,50,2023-04-24 00:02:19.724924
lumiBlock,51,2023-04-24 00:02:35.350329
lumiBlock,52,2023-04-24 00:03:35.030916
lumiBlock,53,2023-04-24 00:04:35.305518
lumiBlock,54,2023-04-24 00:05:28.884130
lumiBlock,55,2023-04-24 00:06:29.120337
lumiBlock,56,2023-04-24 00:07:29.386293
lumiBlock,57,2023-04-24 00:08:29.667469
lumiBlock,58,2023-04-24 00:09:29.933711
lumiBlock,59,2023-04-24 00:10:01.680766
lumiBlock,60,2023-04-24 00:10:49.576726
lumiBlock,61,2023-04-24 00:11:01.707629
lumiBlock,62,2023-04-24 00:12:01.986072
lumiBlock,63,2023-04-24 00:13:02.266256
lumiBlock,64,2023-04-24 00:14:02.533587
lumiBlock,65,2023-04-24 00:14:16.337661
lumiBlock,66,2023-04-24 00:14:26.529672
lumiBlock,67,2023-04-24 00:14:36.763920
lumiBlock,68,2023-04-24 00:14:46.999347
lumiBlock,69,2023-04-24 00:14:57.233614
lumiBlock,70,2023-04-24 00:15:38.656316
lumiBlock,71,2023-04-24 00:15:52.710120
lumiBlock,72,2023-04-24 00:16:03.714509
lumiBlock,73,2023-04-24 00:16:20.745159
lumiBlock,74,2023-04-24 00:16:48.904646
lumiBlock,75,2023-04-24 00:17:27.983327
lumiBlock,76,2023-04-24 00:17:49.112499
lumiBlock,77,2023-04-24 00:18:04.184825
lumiBlock,78,2023-04-24 00:18:14.366361
lumiBlock,79,2023-04-24 00:19:14.635285
lumiBlock,80,2023-04-24 00:19:36.463761
lumiBlock,81,2023-04-24 00:19:51.433681
lumiBlock,82,2023-04-24 00:20:43.690318
lumiBlock,83,2023-04-24 00:20:53.934731
lumiBlock,84,2023-04-24 00:21:04.162682
lumiBlock,85,2023-04-24 00:22:04.425681
lumiBlock,86,2023-04-24 00:22:14.941447
lumiBlock,87,2023-04-24 00:22:51.022943
lumiBlock,88,2023-04-24 00:23:06.863919
lumiBlock,89,2023-04-24 00:24:07.008461
lumiBlock,90,2023-04-24 00:25:07.286451
lumiBlock,91,2023-04-24 00:25:26.640920
lumiBlock,92,2023-04-24 00:25:36.769438
lumiBlock,93,2023-04-24 00:26:37.047303
lumiBlock,94,2023-04-24 00:27:37.315619
lumiBlock,95,2023-04-24 00:28:29.275814
lumiBlock,96,2023-04-24 00:28:39.341886
lumiBlock,97,2023-04-24 00:29:19.493752
lumiBlock,98,2023-04-24 00:30:19.654317
lumiBlock,99,2023-04-24 00:31:19.935005
ATLMDTPS3:MDTPS_EA_INNER|EIL4A11_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.399000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A03_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.399000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A13_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.399000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A01_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.399000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A05_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.399000
ATLMDTPS3:MDTPS_EC_EE|BEE2C06_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EMS1A02_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EMS1A10_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EML3A09_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EMS3A02_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A15_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EML1A09_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EC_EE|BEE2C10_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EML2A01_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EMS2A02_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EML2A09_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EMS2A10_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EC_EE|BEE2C08_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EC_EE|BEE2C04_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EML3A01_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EA_MIDDLE|EML1A01_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EC_EE|BEE2C02_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.400000
ATLMDTPS3:MDTPS_EC_OUTER|EOS3C10_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.401000
ATLMDTPS3:MDTPS_EC_OUTER|EOS1C10_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.401000
ATLMDTPS3:MDTPS_EC_OUTER|EOS2C10_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.401000
ATLMDTPS3:MDTPS_EA|MDTPS_EA.fsm.currentState,RAMPING,2023-04-24 00:32:10.455000
ATLMDTPS3:MDTPS_EC|MDTPS_EC.fsm.currentState,RAMPING,2023-04-24 00:32:10.455000
ATLMDTPS3:MDTPS_EC_MIDDLE|EML1C15_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.865000
ATLMDTPS3:MDTPS_EC_MIDDLE|EML2C15_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.865000
ATLMDTPS3:MDTPS_EC_MIDDLE|EMS3C14_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.865000
ATLMDTPS3:MDTPS_EC_MIDDLE|EMS1C14_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.865000
ATLMDTPS3:MDTPS_EC_MIDDLE|EMS2C14_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:10.865000
ATLMDTPS2:MDTPS_BC_INNER|BIS5C06_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.456000
ATLMDTPS2:MDTPS_BC_INNER|BIS3C06_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.456000
ATLMDTPS2:MDTPS_BC_INNER|BIS4C06_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.456000
ATLMDTPS2:MDTPS_BC_INNER|BIS2C06_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.456000
ATLMDTPS2:MDTPS_BC_INNER|BIS6C08_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIL5C07_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIS4C08_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIL3C09_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIL4C09_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIS1C08_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIL3C07_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIS3C08_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIS6C06_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIS2C08_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIL2C07_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIL6C07_ML2.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
ATLMDTPS2:MDTPS_BC_INNER|BIL2C09_ML1.fsm.currentState,RAMP_UP,2023-04-24 00:32:11.457000
