element_name,value_string,ts
lumiBlock,325,2023-06-10 07:12:06.888379
BML2C11 HV ML2 fsm,ON,2023-06-10 07:12:35.852000
BML2C11 HV ML2 fsm,ON,2023-06-10 07:12:35.852000
lumiBlock,1361,2023-06-10 17:35:41.810259
