element_name,value_string,ts
lumiBlock,757,2023-07-04 16:55:40.411988
BMF3C14 HV ML2 fsm,ON,2023-07-04 16:56:39.455000
BMF3C14 HV ML1 fsm,ON,2023-07-04 16:56:39.455000
lumiBlock,1371,2023-07-05 00:18:21.178706
BMF3C14 HV ML2 fsm,STANDBY,2023-07-05 06:15:17.909000
BMF3C14 HV ML1 fsm,STANDBY,2023-07-05 06:15:17.909000
