element_name,value_string,ts
lumiBlock,133,2023-07-06 01:17:30.867491
BMS3C04 HV ML1 fsm,ON,2023-07-06 01:17:56.018000
BMS3C04 HV ML2 fsm,ON,2023-07-06 01:17:56.018000
lumiBlock,1364,2023-07-06 14:14:30.026244
BMS3C04 HV ML2 fsm,STANDBY,2023-07-06 14:15:00.588000
BMS3C04 HV ML1 fsm,STANDBY,2023-07-06 14:15:00.588000
lumiBlock,1365,2023-07-06 14:15:30.296289
