element_name,value_string,ts
lumiBlock,1,2023-05-07 19:56:59.382827
lumiBlock,2,2023-05-07 19:57:59.648436
lumiBlock,3,2023-05-07 19:58:09.871477
lumiBlock,4,2023-05-07 19:58:32.286708
lumiBlock,5,2023-05-07 19:58:55.615446
lumiBlock,6,2023-05-07 19:59:55.676685
lumiBlock,7,2023-05-07 20:00:05.907014
lumiBlock,8,2023-05-07 20:00:16.133705
lumiBlock,9,2023-05-07 20:00:26.350254
lumiBlock,10,2023-05-07 20:00:36.572682
lumiBlock,11,2023-05-07 20:00:46.801335
lumiBlock,12,2023-05-07 20:00:58.732428
lumiBlock,13,2023-05-07 20:01:08.781596
lumiBlock,14,2023-05-07 20:01:20.465420
lumiBlock,15,2023-05-07 20:01:30.517912
lumiBlock,16,2023-05-07 20:01:40.735950
lumiBlock,17,2023-05-07 20:01:50.955400
lumiBlock,18,2023-05-07 20:02:01.182059
lumiBlock,19,2023-05-07 20:02:52.950821
lumiBlock,20,2023-05-07 20:03:03.200692
lumiBlock,21,2023-05-07 20:03:13.427320
lumiBlock,22,2023-05-07 20:03:23.653219
lumiBlock,23,2023-05-07 20:03:33.868524
lumiBlock,24,2023-05-07 20:03:46.933791
lumiBlock,25,2023-05-07 20:03:57.106498
lumiBlock,26,2023-05-07 20:04:35.078361
lumiBlock,27,2023-05-07 20:04:45.351651
lumiBlock,28,2023-05-07 20:04:55.579025
lumiBlock,29,2023-05-07 20:05:05.804165
lumiBlock,30,2023-05-07 20:06:06.070148
lumiBlock,31,2023-05-07 20:06:16.293728
lumiBlock,32,2023-05-07 20:06:26.526983
lumiBlock,33,2023-05-07 20:06:43.062260
lumiBlock,34,2023-05-07 20:06:53.276552
lumiBlock,35,2023-05-07 20:07:22.692194
lumiBlock,36,2023-05-07 20:07:35.876292
lumiBlock,37,2023-05-07 20:07:46.047173
lumiBlock,38,2023-05-07 20:08:09.597042
lumiBlock,39,2023-05-07 20:08:29.965845
lumiBlock,40,2023-05-07 20:08:40.060434
lumiBlock,41,2023-05-07 20:08:58.023499
lumiBlock,42,2023-05-07 20:09:21.087450
lumiBlock,43,2023-05-07 20:09:53.221260
lumiBlock,44,2023-05-07 20:10:53.401777
lumiBlock,45,2023-05-07 20:11:09.399119
lumiBlock,46,2023-05-07 20:11:50.467538
lumiBlock,47,2023-05-07 20:12:00.680388
lumiBlock,48,2023-05-07 20:12:19.800600
lumiBlock,49,2023-05-07 20:12:29.922233
lumiBlock,50,2023-05-07 20:12:40.156276
lumiBlock,51,2023-05-07 20:13:40.434719
lumiBlock,52,2023-05-07 20:14:40.702196
lumiBlock,53,2023-05-07 20:15:40.972969
lumiBlock,54,2023-05-07 20:15:51.200301
lumiBlock,55,2023-05-07 20:16:51.468698
lumiBlock,56,2023-05-07 20:17:51.739313
lumiBlock,57,2023-05-07 20:18:52.006982
lumiBlock,58,2023-05-07 20:19:52.274782
lumiBlock,59,2023-05-07 20:20:45.258412
lumiBlock,60,2023-05-07 20:21:46.233412
lumiBlock,61,2023-05-07 20:22:46.498700
lumiBlock,62,2023-05-07 20:23:35.554385
lumiBlock,63,2023-05-07 20:23:57.951679
lumiBlock,64,2023-05-07 20:24:08.038628
lumiBlock,65,2023-05-07 20:24:18.257085
lumiBlock,66,2023-05-07 20:24:28.484911
lumiBlock,67,2023-05-07 20:24:42.975910
lumiBlock,68,2023-05-07 20:24:53.222711
lumiBlock,69,2023-05-07 20:25:30.333388
lumiBlock,70,2023-05-07 20:25:43.022887
lumiBlock,71,2023-05-07 20:26:01.418356
lumiBlock,72,2023-05-07 20:26:11.505365
lumiBlock,73,2023-05-07 20:26:52.674751
lumiBlock,74,2023-05-07 20:27:02.775779
lumiBlock,75,2023-05-07 20:27:35.374382
lumiBlock,76,2023-05-07 20:28:35.570762
lumiBlock,77,2023-05-07 20:28:45.802538
lumiBlock,78,2023-05-07 20:28:56.027935
lumiBlock,79,2023-05-07 20:29:32.736398
lumiBlock,80,2023-05-07 20:29:42.793735
lumiBlock,81,2023-05-07 20:30:18.032481
lumiBlock,82,2023-05-07 20:30:41.973891
lumiBlock,83,2023-05-07 20:30:58.360819
lumiBlock,84,2023-05-07 20:31:36.474483
lumiBlock,85,2023-05-07 20:31:51.712923
lumiBlock,86,2023-05-07 20:32:01.863000
lumiBlock,87,2023-05-07 20:32:18.243131
lumiBlock,88,2023-05-07 20:32:46.891617
lumiBlock,89,2023-05-07 20:33:46.930195
lumiBlock,90,2023-05-07 20:33:58.127195
lumiBlock,91,2023-05-07 20:34:08.165853
lumiBlock,92,2023-05-07 20:34:41.673520
lumiBlock,93,2023-05-07 20:35:41.711417
lumiBlock,94,2023-05-07 20:35:51.935682
lumiBlock,95,2023-05-07 20:36:19.662681
lumiBlock,96,2023-05-07 20:37:19.732282
lumiBlock,97,2023-05-07 20:37:37.005451
lumiBlock,98,2023-05-07 20:38:21.213918
lumiBlock,99,2023-05-07 20:39:03.383961
lumiBlock,100,2023-05-07 20:39:13.542047
lumiBlock,101,2023-05-07 20:39:23.767493
lumiBlock,102,2023-05-07 20:39:33.996804
lumiBlock,103,2023-05-07 20:39:44.231959
lumiBlock,104,2023-05-07 20:39:54.458589
lumiBlock,105,2023-05-07 20:40:04.685050
lumiBlock,106,2023-05-07 20:40:14.918800
lumiBlock,107,2023-05-07 20:40:54.734740
lumiBlock,108,2023-05-07 20:41:04.928350
lumiBlock,109,2023-05-07 20:41:17.863664
lumiBlock,110,2023-05-07 20:41:33.434858
lumiBlock,111,2023-05-07 20:41:43.668683
lumiBlock,112,2023-05-07 20:41:53.894221
ATLMDTPS3:MDTPS_EA_EE|BEE1A12_ML1.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.891000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A03_ML2.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_MIDDLE|EML2A15_ML2.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A11_ML2.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_EE|BEE2A02_ML1.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_EE|BEE2A10_ML1.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_EE|BEE2A08_ML1.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_EE|BEE2A06_ML1.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_EE|BEE2A04_ML1.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_MIDDLE|EML1A15_ML2.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A13_ML2.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A05_ML1.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
ATLMDTPS3:MDTPS_EA_INNER|EIL4A01_ML2.fsm.currentState,RAMP_UP,2023-05-07 20:41:58.892000
